Quarter,QuarterQF,HB,HBQF,Location,LocationQF,AdmissionType,AdmissionTypeQF,Episodes,LengthOfEpisode,AverageLengthOfEpisode,AverageLengthOfEpisodeQF,Stays,LengthOfStay,AverageLengthOfStay,AverageLengthOfStayQF
2017Q3,,S08000022,,H202H,,All Inpatients and Daycases,d,12278,31221,2.542840854,,8584,35772,4.167287978,
2017Q4,,S08000022,,H202H,,All Inpatients and Daycases,d,11990,30491,2.543035863,,8222,40009,4.866090975,
2018Q1,,S08000022,,H202H,,All Inpatients and Daycases,d,12083,30188,2.498386162,,8074,37544,4.649987615,
2018Q2,,S08000022,,H202H,,All Inpatients and Daycases,d,12716,28779,2.263211702,,8850,37150,4.197740113,
2018Q3,,S08000022,,H202H,,All Inpatients and Daycases,d,12734,30346,2.383068949,,8861,34805,3.927886243,
2018Q4,,S08000022,,H202H,,All Inpatients and Daycases,d,12893,30814,2.389979058,,8825,38040,4.310481586,
2019Q1,,S08000022,,H202H,,All Inpatients and Daycases,d,12942,29252,2.260237985,,8970,37208,4.148049052,
2019Q2,,S08000022,,H202H,,All Inpatients and Daycases,d,13286,31191,2.34765919,,9245,37362,4.041319632,
2019Q3,,S08000022,,H202H,,All Inpatients and Daycases,d,13215,31500,2.383654938,,9032,37806,4.18578388,
2019Q4,,S08000022,,H202H,,All Inpatients and Daycases,d,13245,33117,2.500339751,,8984,39517,4.398597507,
2020Q1,,S08000022,,H202H,,All Inpatients and Daycases,d,11803,32053,2.715665509,,7995,39791,4.976985616,
2020Q2,,S08000022,,H202H,,All Inpatients and Daycases,d,8576,20713,2.415228545,,5172,28866,5.581206497,
2020Q3,p,S08000022,,H202H,,All Inpatients and Daycases,d,11602,25187,2.170918807,,7157,32010,4.472544362,
2015Q3,,S08000032,,S08000032,d,All Inpatients and Daycases,d,42565,107852,2.533818865,,29830,111805,3.74807241,
2015Q4,,S08000032,,S08000032,d,All Inpatients and Daycases,d,42665,112829,2.64453299,,30229,115715,3.827946674,
2016Q1,,S08000032,,S08000032,d,All Inpatients and Daycases,d,44352,114767,2.587639791,,30406,116676,3.83726896,
2016Q2,,S08000032,,S08000032,d,All Inpatients and Daycases,d,44484,105645,2.37489884,,31042,108912,3.508536821,
2016Q3,,S08000032,,S08000032,d,All Inpatients and Daycases,d,43999,103828,2.359780904,,30463,107689,3.535075337,
2016Q4,,S08000032,,S08000032,d,All Inpatients and Daycases,d,44862,105084,2.342383309,,30409,110053,3.619093032,
2017Q1,,S08000032,,S08000032,d,All Inpatients and Daycases,d,46108,105046,2.278259738,,30686,106653,3.475624063,
2017Q2,,S08000032,,S08000032,d,All Inpatients and Daycases,d,45908,105678,2.30195173,,30530,108938,3.568227972,
2017Q3,,S08000032,,S08000032,d,All Inpatients and Daycases,d,45129,101854,2.256952292,,30106,105510,3.50461702,
2017Q4,,S08000032,,S08000032,d,All Inpatients and Daycases,d,45884,102515,2.234221079,,30250,104797,3.464363636,
2018Q1,,S08000032,,S08000032,d,All Inpatients and Daycases,d,46280,104872,2.266032844,,29955,106580,3.558003672,
2018Q2,,S08000032,,S08000032,d,All Inpatients and Daycases,d,45701,98848,2.162928601,,30875,102672,3.325408907,
2018Q3,,S08000032,,S08000032,d,All Inpatients and Daycases,d,45099,98970,2.194505421,,30283,100987,3.334775286,
2018Q4,,S08000032,,S08000032,d,All Inpatients and Daycases,d,47871,105050,2.194439222,,31171,106715,3.423534696,
2019Q1,,S08000032,,S08000032,d,All Inpatients and Daycases,d,50150,102329,2.040458624,,32714,105292,3.218560861,
2019Q2,,S08000032,,S08000032,d,All Inpatients and Daycases,d,48083,99462,2.068548136,,31634,100948,3.191123475,
2019Q3,,S08000032,,S08000032,d,All Inpatients and Daycases,d,48317,104807,2.169153714,,31817,106835,3.357796147,
2019Q4,,S08000032,,S08000032,d,All Inpatients and Daycases,d,49079,107452,2.189368162,,31691,111141,3.507020921,
2020Q1,,S08000032,,S08000032,d,All Inpatients and Daycases,d,44603,105663,2.368966213,,28335,111432,3.932662785,
2020Q2,,S08000032,,S08000032,d,All Inpatients and Daycases,d,26985,67258,2.492421716,,14789,68580,4.637230374,
2020Q3,p,S08000032,,S08000032,d,All Inpatients and Daycases,d,34486,84919,2.462419533,,20736,87817,4.235001929,
2015Q3,,S08000032,,L302H,,All Inpatients and Daycases,d,11830,36323,3.070414201,,8548,37597,4.398338793,
2015Q4,,S08000032,,L302H,,All Inpatients and Daycases,d,12093,37209,3.076903994,,8845,37699,4.262182024,
2016Q1,,S08000032,,L302H,,All Inpatients and Daycases,d,12509,36956,2.954352866,,8824,37967,4.302697189,
2016Q2,,S08000032,,L302H,,All Inpatients and Daycases,d,12555,36221,2.884986061,,9107,36729,4.033051499,
2016Q3,,S08000032,,L302H,,All Inpatients and Daycases,d,12465,34469,2.765262736,,8675,35646,4.109048991,
2016Q4,,S08000032,,L302H,,All Inpatients and Daycases,d,12752,35893,2.814695734,,8782,36828,4.193577773,
2017Q1,,S08000032,,L302H,,All Inpatients and Daycases,d,13273,34893,2.62887064,,9104,35759,3.927833919,
2017Q2,,S08000032,,L302H,,All Inpatients and Daycases,d,12959,37081,2.861409059,,8900,36555,4.107303371,
2017Q3,,S08000032,,L302H,,All Inpatients and Daycases,d,12606,37486,2.973663335,,8860,39670,4.477426637,
2017Q4,,S08000032,,L302H,,All Inpatients and Daycases,d,13087,35982,2.749446015,,8890,36915,4.152418448,
2018Q1,,S08000032,,L302H,,All Inpatients and Daycases,d,14253,35238,2.472321617,,9078,36140,3.981053095,
2018Q2,,S08000032,,L302H,,All Inpatients and Daycases,d,13898,35153,2.529356742,,9093,35910,3.949191686,
2018Q3,,S08000032,,L302H,,All Inpatients and Daycases,d,13565,35574,2.622484335,,8976,36480,4.064171123,
2018Q4,,S08000032,,L302H,,All Inpatients and Daycases,d,15096,36293,2.404146794,,9491,36269,3.821409757,
2019Q1,,S08000032,,L302H,,All Inpatients and Daycases,d,15364,34922,2.272975788,,9768,36695,3.756654382,
2019Q2,,S08000032,,L302H,,All Inpatients and Daycases,d,14440,32661,2.261842105,,9231,33637,3.643917235,
2019Q3,,S08000032,,L302H,,All Inpatients and Daycases,d,13720,35105,2.558673469,,8861,35861,4.047060151,
2019Q4,,S08000032,,L302H,,All Inpatients and Daycases,d,14417,37173,2.578414372,,9023,38662,4.284827663,
2020Q1,,S08000032,,L302H,,All Inpatients and Daycases,d,12854,36004,2.800995799,,7971,38562,4.837786978,
2020Q2,,S08000032,,L302H,,All Inpatients and Daycases,d,6940,18990,2.736311239,,3202,20044,6.259837601,
2020Q3,p,S08000032,,L302H,,All Inpatients and Daycases,d,9976,26188,2.625100241,,5317,27314,5.137107391,
2015Q3,,S08000032,,L106H,,All Inpatients and Daycases,d,16834,38473,2.28543424,,10996,39465,3.589032375,
2015Q4,,S08000032,,L106H,,All Inpatients and Daycases,d,16572,40928,2.469707941,,10863,41200,3.792690785,
2016Q1,,S08000032,,L106H,,All Inpatients and Daycases,d,17010,40827,2.400176367,,10681,41195,3.85684861,
2016Q2,,S08000032,,L106H,,All Inpatients and Daycases,d,17002,37656,2.214798259,,11028,40120,3.638012332,
2016Q3,,S08000032,,L106H,,All Inpatients and Daycases,d,16516,35128,2.126907241,,10722,36139,3.37054654,
2016Q4,,S08000032,,L106H,,All Inpatients and Daycases,d,16790,34812,2.07337701,,10447,36446,3.488657031,
2017Q1,,S08000032,,L106H,,All Inpatients and Daycases,d,17406,35076,2.015167184,,10304,36225,3.515625,
2017Q2,,S08000032,,L106H,,All Inpatients and Daycases,d,17322,33888,1.956356079,,10200,35099,3.441078431,
2017Q3,,S08000032,,L106H,,All Inpatients and Daycases,d,16865,31034,1.840142307,,9975,31365,3.144360902,
2017Q4,,S08000032,,L106H,,All Inpatients and Daycases,d,17639,32496,1.842281308,,10491,32969,3.142598418,
2018Q1,,S08000032,,L106H,,All Inpatients and Daycases,d,17695,34417,1.945012715,,10563,34394,3.256082552,
2018Q2,,S08000032,,L106H,,All Inpatients and Daycases,d,16638,29854,1.794326241,,10281,30790,2.994844859,
2018Q3,,S08000032,,L106H,,All Inpatients and Daycases,d,16701,29912,1.791030477,,10176,29923,2.940546384,
2018Q4,,S08000032,,L106H,,All Inpatients and Daycases,d,17869,33771,1.889921092,,10624,34019,3.202089608,
2019Q1,,S08000032,,L106H,,All Inpatients and Daycases,d,19064,33970,1.781892572,,11450,34208,2.987598253,
2019Q2,,S08000032,,L106H,,All Inpatients and Daycases,d,18428,32968,1.789016714,,11216,31760,2.831669044,
2019Q3,,S08000032,,L106H,,All Inpatients and Daycases,d,19028,33326,1.751418962,,11469,33458,2.91725521,
2019Q4,,S08000032,,L106H,,All Inpatients and Daycases,d,18654,34589,1.854240377,,11379,35119,3.086299323,
2020Q1,,S08000032,,L106H,,All Inpatients and Daycases,d,17240,33808,1.961020882,,10108,34164,3.379897111,
2020Q2,,S08000032,,L106H,,All Inpatients and Daycases,d,8450,19516,2.309585799,,4161,20359,4.892814227,
2020Q3,p,S08000032,,L106H,,All Inpatients and Daycases,d,11953,28289,2.366686188,,6913,28123,4.068132504,
2015Q3,,S08000032,,L308H,,All Inpatients and Daycases,d,13899,33050,2.377868911,,10286,34743,3.377697842,
2015Q4,,S08000032,,L308H,,All Inpatients and Daycases,d,14000,34692,2.478,,10521,36816,3.49928714,
2016Q1,,S08000032,,L308H,,All Inpatients and Daycases,d,14833,36984,2.493359401,,10901,37514,3.441335657,
2016Q2,,S08000032,,L308H,,All Inpatients and Daycases,d,14927,31768,2.128224024,,10907,32063,2.93967177,
2016Q3,,S08000032,,L308H,,All Inpatients and Daycases,d,15016,34213,2.278436335,,11066,35904,3.244532803,
2016Q4,,S08000032,,L308H,,All Inpatients and Daycases,d,15320,34379,2.244060052,,11180,36779,3.289713775,
2017Q1,,S08000032,,L308H,,All Inpatients and Daycases,d,15429,35077,2.273446108,,11278,34669,3.07403795,
2017Q2,,S08000032,,L308H,,All Inpatients and Daycases,d,15627,34709,2.2210917,,11430,37284,3.261942257,
2017Q3,,S08000032,,L308H,,All Inpatients and Daycases,d,15658,33334,2.128879806,,11271,34475,3.058734806,
2017Q4,,S08000032,,L308H,,All Inpatients and Daycases,d,15158,34037,2.245480934,,10869,34913,3.212163032,
2018Q1,,S08000032,,L308H,,All Inpatients and Daycases,d,14332,35217,2.457228579,,10314,36046,3.494861354,
2018Q2,,S08000032,,L308H,,All Inpatients and Daycases,d,15165,33841,2.231519947,,11501,35972,3.127728024,
2018Q3,,S08000032,,L308H,,All Inpatients and Daycases,d,14833,33484,2.257399043,,11131,34584,3.106998473,
2018Q4,,S08000032,,L308H,,All Inpatients and Daycases,d,14906,34986,2.347108547,,11056,36427,3.294772069,
2019Q1,,S08000032,,L308H,,All Inpatients and Daycases,d,15722,33437,2.126765043,,11496,34389,2.991388309,
2019Q2,,S08000032,,L308H,,All Inpatients and Daycases,d,15215,33833,2.223660861,,11187,35551,3.177885045,
2019Q3,,S08000032,,L308H,,All Inpatients and Daycases,d,15569,36376,2.336437793,,11487,37516,3.265952816,
2019Q4,,S08000032,,L308H,,All Inpatients and Daycases,d,16008,35690,2.229510245,,11289,37360,3.309416246,
2020Q1,,S08000032,,L308H,,All Inpatients and Daycases,d,14509,35851,2.470949066,,10256,38706,3.773985959,
2020Q2,,S08000032,,L308H,,All Inpatients and Daycases,d,11592,28726,2.478088337,,7426,28177,3.794371128,
2020Q3,p,S08000032,,L308H,,All Inpatients and Daycases,d,12557,30442,2.424305168,,8506,32380,3.806724665,
2015Q3,,S08000024,,S08000024,d,All Inpatients and Daycases,d,51334,191242,3.725445124,,38833,188573,4.855998764,
2015Q4,,S08000024,,S08000024,d,All Inpatients and Daycases,d,52531,183733,3.497610934,,39180,179270,4.575548749,
2016Q1,,S08000024,,S08000024,d,All Inpatients and Daycases,d,52672,188352,3.575941677,,38274,184360,4.816846946,
2016Q2,,S08000024,,S08000024,d,All Inpatients and Daycases,d,52203,177909,3.408022527,,38134,178830,4.689515918,
2016Q3,,S08000024,,S08000024,d,All Inpatients and Daycases,d,51625,178761,3.462682809,,37614,175162,4.656829904,
2016Q4,,S08000024,,S08000024,d,All Inpatients and Daycases,d,52031,189970,3.651092618,,37552,189467,5.045456966,
2017Q1,,S08000024,,S08000024,d,All Inpatients and Daycases,d,52191,185267,3.549788278,,37391,183308,4.90246316,
2017Q2,,S08000024,,S08000024,d,All Inpatients and Daycases,d,53522,181564,3.392324652,,38617,185584,4.805759122,
2017Q3,,S08000024,,S08000024,d,All Inpatients and Daycases,d,53774,170775,3.175791275,,38837,168811,4.346653964,
2017Q4,,S08000024,,S08000024,d,All Inpatients and Daycases,d,54653,172459,3.155526687,,39110,177361,4.534927129,
2018Q1,,S08000024,,S08000024,d,All Inpatients and Daycases,d,53693,171535,3.194736744,,37950,175537,4.625480896,
2018Q2,,S08000024,,S08000024,d,All Inpatients and Daycases,d,54089,172165,3.182994694,,39287,172990,4.403237712,
2018Q3,,S08000024,,S08000024,d,All Inpatients and Daycases,d,53691,166317,3.097670001,,39019,171062,4.3840693,
2018Q4,,S08000024,,S08000024,d,All Inpatients and Daycases,d,55425,176236,3.179720343,,39916,180439,4.520467983,
2019Q1,,S08000024,,S08000024,d,All Inpatients and Daycases,d,54666,166826,3.051732338,,39046,171283,4.386697741,
2019Q2,,S08000024,,S08000024,d,All Inpatients and Daycases,d,57099,169008,2.959911732,,40535,170542,4.207277661,
2019Q3,,S08000024,,S08000024,d,All Inpatients and Daycases,d,56292,164761,2.926899027,,39936,163960,4.10556891,
2019Q4,,S08000024,,S08000024,d,All Inpatients and Daycases,d,56455,167060,2.959171021,,39492,166469,4.215258787,
2020Q1,,S08000024,,S08000024,d,All Inpatients and Daycases,d,53081,174390,3.285356342,,36724,175376,4.77551465,
2020Q2,,S08000024,,S08000024,d,All Inpatients and Daycases,d,39062,109144,2.794122165,,24444,113235,4.632425135,
2020Q3,p,S08000024,,S08000024,d,All Inpatients and Daycases,d,48563,133500,2.749006445,,31996,133441,4.170552569,
2015Q3,,S08000024,,S314H,,All Inpatients and Daycases,d,20223,67908,3.35795876,,13536,91581,6.765735816,
2015Q4,,S08000024,,S314H,,All Inpatients and Daycases,d,20551,68566,3.336382658,,13260,88932,6.70678733,
2016Q1,,S08000024,,S314H,,All Inpatients and Daycases,d,20607,71561,3.472654923,,12745,92989,7.296116124,
2016Q2,,S08000024,,S314H,,All Inpatients and Daycases,d,20558,69352,3.37347991,,12911,93117,7.212222136,
2016Q3,,S08000024,,S314H,,All Inpatients and Daycases,d,20491,68609,3.348250451,,12961,90820,7.007175372,
2016Q4,,S08000024,,S314H,,All Inpatients and Daycases,d,20661,70888,3.431005276,,12715,97248,7.648289422,
2017Q1,,S08000024,,S314H,,All Inpatients and Daycases,d,20748,69180,3.334297282,,12779,97411,7.622740434,
2017Q2,,S08000024,,S314H,,All Inpatients and Daycases,d,21432,70362,3.283034714,,13223,96162,7.272328518,
2017Q3,,S08000024,,S314H,,All Inpatients and Daycases,d,21827,68299,3.129106153,,13312,84677,6.360952524,
2017Q4,,S08000024,,S314H,,All Inpatients and Daycases,d,22359,71867,3.214231406,,13327,91577,6.871538981,
2018Q1,,S08000024,,S314H,,All Inpatients and Daycases,d,22007,71111,3.231290044,,12835,90139,7.022906116,
2018Q2,,S08000024,,S314H,,All Inpatients and Daycases,d,21645,70700,3.266343266,,13168,89843,6.822828068,
2018Q3,,S08000024,,S314H,,All Inpatients and Daycases,d,21530,70604,3.279331166,,13067,88843,6.799035739,
2018Q4,,S08000024,,S314H,,All Inpatients and Daycases,d,22187,70253,3.16640375,,13386,93386,6.976393247,
2019Q1,,S08000024,,S314H,,All Inpatients and Daycases,d,21883,69838,3.191427135,,12943,89839,6.941126478,
2019Q2,,S08000024,,S314H,,All Inpatients and Daycases,d,22637,72476,3.201660997,,13489,92546,6.860849581,
2019Q3,,S08000024,,S314H,,All Inpatients and Daycases,d,22437,68167,3.038151268,,13350,85145,6.377902622,
2019Q4,,S08000024,,S314H,,All Inpatients and Daycases,d,22472,70641,3.143511926,,12801,88486,6.912428717,
2020Q1,,S08000024,,S314H,,All Inpatients and Daycases,d,20457,72677,3.552671457,,11692,93187,7.97015053,
2020Q2,,S08000024,,S314H,,All Inpatients and Daycases,d,15768,49198,3.120116692,,8165,60047,7.354194734,
2020Q3,p,S08000024,,S314H,,All Inpatients and Daycases,d,20569,63492,3.086781078,,11395,73653,6.463624397,
2015Q3,,S08000024,,S308H,,All Inpatients and Daycases,d,7770,20923,2.692792793,,6623,19827,2.993658463,
2015Q4,,S08000024,,S308H,,All Inpatients and Daycases,d,8298,22387,2.697879007,,7010,21468,3.062482168,
2016Q1,,S08000024,,S308H,,All Inpatients and Daycases,d,8135,23970,2.946527351,,6892,23028,3.341265235,
2016Q2,,S08000024,,S308H,,All Inpatients and Daycases,d,8275,21999,2.658489426,,6894,21204,3.075718016,
2016Q3,,S08000024,,S308H,,All Inpatients and Daycases,d,7952,22203,2.792127767,,6567,21597,3.288716309,
2016Q4,,S08000024,,S308H,,All Inpatients and Daycases,d,8291,23020,2.776504644,,6779,21783,3.213305797,
2017Q1,,S08000024,,S308H,,All Inpatients and Daycases,d,8402,23530,2.800523685,,6784,21957,3.236586085,
2017Q2,,S08000024,,S308H,,All Inpatients and Daycases,d,8371,22069,2.636363636,,6825,22044,3.22989011,
2017Q3,,S08000024,,S308H,,All Inpatients and Daycases,d,8673,21152,2.43883316,,7150,21061,2.945594406,
2017Q4,,S08000024,,S308H,,All Inpatients and Daycases,d,8927,23517,2.634367649,,7196,23541,3.271400778,
2018Q1,,S08000024,,S308H,,All Inpatients and Daycases,d,9045,24023,2.65594251,,7100,22406,3.155774648,
2018Q2,,S08000024,,S308H,,All Inpatients and Daycases,d,9062,23640,2.608695652,,7333,20941,2.855720715,
2018Q3,,S08000024,,S308H,,All Inpatients and Daycases,d,8925,22293,2.497815126,,7280,21394,2.938736264,
2018Q4,,S08000024,,S308H,,All Inpatients and Daycases,d,9188,23565,2.56475838,,7495,23000,3.068712475,
2019Q1,,S08000024,,S308H,,All Inpatients and Daycases,d,9157,22598,2.467838812,,7488,21702,2.898237179,
2019Q2,,S08000024,,S308H,,All Inpatients and Daycases,d,9684,21261,2.195477076,,7972,21232,2.663321626,
2019Q3,,S08000024,,S308H,,All Inpatients and Daycases,d,9680,22960,2.371900826,,7949,22039,2.772550006,
2019Q4,,S08000024,,S308H,,All Inpatients and Daycases,d,10168,23541,2.315204563,,8404,23018,2.738933841,
2020Q1,,S08000024,,S308H,,All Inpatients and Daycases,d,10142,25789,2.542792349,,8188,24585,3.002564729,
2020Q2,,S08000024,,S308H,,All Inpatients and Daycases,d,7167,13407,1.870657179,,5118,14256,2.785463072,
2020Q3,p,S08000024,,S308H,,All Inpatients and Daycases,d,9319,17914,1.922309261,,6793,18076,2.660974533,
2015Q3,,S08000024,,S116H,,All Inpatients and Daycases,d,18330,60863,3.32040371,,14501,59716,4.118060823,
2015Q4,,S08000024,,S116H,,All Inpatients and Daycases,d,18862,63448,3.363800233,,14855,58248,3.921104005,
2016Q1,,S08000024,,S116H,,All Inpatients and Daycases,d,19032,63246,3.323139975,,14541,58694,4.036448662,
2016Q2,,S08000024,,S116H,,All Inpatients and Daycases,d,18533,59993,3.237090595,,14175,54580,3.850440917,
2016Q3,,S08000024,,S116H,,All Inpatients and Daycases,d,18530,59435,3.207501349,,14147,54188,3.830352725,
2016Q4,,S08000024,,S116H,,All Inpatients and Daycases,d,18374,61787,3.362740829,,14136,57785,4.08779004,
2017Q1,,S08000024,,S116H,,All Inpatients and Daycases,d,18204,65358,3.590309822,,13808,56808,4.114136732,
2017Q2,,S08000024,,S116H,,All Inpatients and Daycases,d,18764,60327,3.215039437,,14401,54259,3.767724464,
2017Q3,,S08000024,,S116H,,All Inpatients and Daycases,d,18564,58320,3.141564318,,14342,53029,3.697462,
2017Q4,,S08000024,,S116H,,All Inpatients and Daycases,d,18834,60802,3.228310502,,14571,54023,3.70756983,
2018Q1,,S08000024,,S116H,,All Inpatients and Daycases,d,18294,60759,3.32125287,,14206,55605,3.914191187,
2018Q2,,S08000024,,S116H,,All Inpatients and Daycases,d,18785,60308,3.210433857,,14765,55540,3.761598375,
2018Q3,,S08000024,,S116H,,All Inpatients and Daycases,d,18784,58340,3.105834753,,14715,54240,3.686034659,
2018Q4,,S08000024,,S116H,,All Inpatients and Daycases,d,19507,63006,3.229917466,,15014,55476,3.694951379,
2019Q1,,S08000024,,S116H,,All Inpatients and Daycases,d,19317,59756,3.093441011,,14817,53162,3.587905784,
2019Q2,,S08000024,,S116H,,All Inpatients and Daycases,d,20309,58018,2.856763011,,15231,49966,3.280546254,
2019Q3,,S08000024,,S116H,,All Inpatients and Daycases,d,20078,56670,2.82249228,,15116,48959,3.238885949,
2019Q4,,S08000024,,S116H,,All Inpatients and Daycases,d,19868,58228,2.930742903,,14896,49524,3.324650913,
2020Q1,,S08000024,,S116H,,All Inpatients and Daycases,d,18716,60712,3.243855525,,13626,51746,3.797592837,
2020Q2,,S08000024,,S116H,,All Inpatients and Daycases,d,14279,34221,2.3965964,,9805,35715,3.642529322,
2020Q3,p,S08000024,,S116H,,All Inpatients and Daycases,d,15568,37666,2.419450154,,11190,36933,3.300536193,
2015Q3,,S08000025,,S08000025,d,All Inpatients and Daycases,d,1047,2776,2.651384909,,914,3238,3.542669584,
2015Q4,,S08000025,,S08000025,d,All Inpatients and Daycases,d,1074,3061,2.85009311,,909,3713,4.084708471,
2016Q1,,S08000025,,S08000025,d,All Inpatients and Daycases,d,1052,2586,2.458174905,,904,2935,3.246681416,
