Quarter,QuarterQF,HB,HBQF,Location,LocationQF,AdmissionType,AdmissionTypeQF,SIMD,SIMDQF,Episodes,LengthOfEpisode,AverageLengthOfEpisode,AverageLengthOfEpisodeQF,Stays,LengthOfStay,AverageLengthOfStay,AverageLengthOfStayQF
2019Q4,,S08000029,,F704H,,Not Specified,,2,,0,0, ,z,20,310,15.5,
2020Q1,,S08000029,,F704H,,Not Specified,,2,,0,0, ,z,20,110,5.5,
2020Q2,,S08000029,,F704H,,Not Specified,,2,,0,0, ,z,10,50,5,
2020Q3,p,S08000029,,F704H,,Not Specified,,2,,0,0, ,z,10,355,35.5,
2015Q3,,S08000029,,F704H,,Not Specified,,3,,0,0, ,z,14,490,35,
2015Q4,,S08000029,,F704H,,Not Specified,,3,,0,0, ,z,10,55,5.5,
2016Q1,,S08000029,,F704H,,Not Specified,,3,,0,0, ,z,13,100,7.692307692,
2016Q2,,S08000029,,F704H,,Not Specified,,3,,0,0, ,z,15,410,27.33333333,
2016Q3,,S08000029,,F704H,,Not Specified,,3,,0,0, ,z,5,80,16,
2016Q4,,S08000029,,F704H,,Not Specified,,3,,0,0, ,z,13,240,18.46153846,
2017Q1,,S08000029,,F704H,,Not Specified,,3,,0,0, ,z,20,325,16.25,
2017Q2,,S08000029,,F704H,,Not Specified,,3,,0,0, ,z,35,440,12.57142857,
2017Q3,,S08000029,,F704H,,Not Specified,,3,,0,0, ,z,16,445,27.8125,
2017Q4,,S08000029,,F704H,,Not Specified,,3,,0,0, ,z,10,100,10,
2018Q1,,S08000029,,F704H,,Not Specified,,3,,0,0, ,z,5,110,22,
2018Q2,,S08000029,,F704H,,Not Specified,,3,,0,0, ,z,13,95,7.307692308,
2018Q3,,S08000029,,F704H,,Not Specified,,3,,0,0, ,z,12,115,9.583333333,
2018Q4,,S08000029,,F704H,,Not Specified,,3,,0,0, ,z,10,135,13.5,
2019Q1,,S08000029,,F704H,,Not Specified,,3,,0,0, ,z,18,90,5,
2019Q2,,S08000029,,F704H,,Not Specified,,3,,0,0, ,z,12,100,8.333333333,
2019Q3,,S08000029,,F704H,,Not Specified,,3,,0,0, ,z,15,340,22.66666667,
2019Q4,,S08000029,,F704H,,Not Specified,,3,,0,0, ,z,12,165,13.75,
2020Q1,,S08000029,,F704H,,Not Specified,,3,,0,0, ,z,0,10, ,z
2020Q2,,S08000029,,F704H,,Not Specified,,3,,0,0, ,z,5,100,20,
2020Q3,p,S08000029,,F704H,,Not Specified,,3,,0,0, ,z,10,15,1.5,
2015Q3,,S08000029,,F704H,,Not Specified,,4,,0,0, ,z,10,290,29,
2015Q4,,S08000029,,F704H,,Not Specified,,4,,0,0, ,z,5,35,7,
2016Q1,,S08000029,,F704H,,Not Specified,,4,,0,0, ,z,5,20,4,
2016Q2,,S08000029,,F704H,,Not Specified,,4,,0,0, ,z,10,40,4,
2016Q3,,S08000029,,F704H,,Not Specified,,4,,0,0, ,z,12,185,15.41666667,
2016Q4,,S08000029,,F704H,,Not Specified,,4,,0,0, ,z,5,65,13,
2017Q1,,S08000029,,F704H,,Not Specified,,4,,0,0, ,z,10,120,12,
2017Q2,,S08000029,,F704H,,Not Specified,,4,,0,0, ,z,25,320,12.8,
2017Q3,,S08000029,,F704H,,Not Specified,,4,,0,0, ,z,5,330,66,
2017Q4,,S08000029,,F704H,,Not Specified,,4,,0,0, ,z,10,80,8,
2018Q1,,S08000029,,F704H,,Not Specified,,4,,0,0, ,z,14,145,10.35714286,
2018Q2,,S08000029,,F704H,,Not Specified,,4,,0,0, ,z,10,35,3.5,
2018Q3,,S08000029,,F704H,,Not Specified,,4,,0,0, ,z,10,85,8.5,
2018Q4,,S08000029,,F704H,,Not Specified,,4,,0,0, ,z,10,270,27,
2019Q1,,S08000029,,F704H,,Not Specified,,4,,0,0, ,z,15,300,20,
2019Q2,,S08000029,,F704H,,Not Specified,,4,,0,0, ,z,13,130,10,
2019Q3,,S08000029,,F704H,,Not Specified,,4,,0,0, ,z,5,130,26,
2019Q4,,S08000029,,F704H,,Not Specified,,4,,0,0, ,z,5,85,17,
2020Q1,,S08000029,,F704H,,Not Specified,,4,,0,0, ,z,10,140,14,
2020Q2,,S08000029,,F704H,,Not Specified,,4,,0,0, ,z,5,25,5,
2020Q3,p,S08000029,,F704H,,Not Specified,,4,,0,0, ,z,0,5, ,z
2015Q3,,S08000029,,F704H,,Not Specified,,5,,0,0, ,z,12,65,5.416666667,
2015Q4,,S08000029,,F704H,,Not Specified,,5,,0,0, ,z,5,20,4,
2016Q1,,S08000029,,F704H,,Not Specified,,5,,0,0, ,z,0,5, ,z
2016Q2,,S08000029,,F704H,,Not Specified,,5,,0,0, ,z,5,125,25,
2016Q3,,S08000029,,F704H,,Not Specified,,5,,0,0, ,z,12,430,35.83333333,
2016Q4,,S08000029,,F704H,,Not Specified,,5,,0,0, ,z,10,110,11,
2017Q1,,S08000029,,F704H,,Not Specified,,5,,0,0, ,z,5,25,5,
2017Q2,,S08000029,,F704H,,Not Specified,,5,,0,0, ,z,14,305,21.78571429,
2017Q3,,S08000029,,F704H,,Not Specified,,5,,0,0, ,z,10,65,6.5,
2017Q4,,S08000029,,F704H,,Not Specified,,5,,0,0, ,z,5,115,23,
2018Q1,,S08000029,,F704H,,Not Specified,,5,,0,0, ,z,5,35,7,
2018Q2,,S08000029,,F704H,,Not Specified,,5,,0,0, ,z,5,35,7,
2018Q3,,S08000029,,F704H,,Not Specified,,5,,0,0, ,z,10,50,5,
2018Q4,,S08000029,,F704H,,Not Specified,,5,,0,0, ,z,5,145,29,
2019Q1,,S08000029,,F704H,,Not Specified,,5,,0,0, ,z,5,130,26,
2019Q2,,S08000029,,F704H,,Not Specified,,5,,0,0, ,z,5,5,1,
2019Q3,,S08000029,,F704H,,Not Specified,,5,,0,0, ,z,5,70,14,
2019Q4,,S08000029,,F704H,,Not Specified,,5,,0,0, ,z,5,75,15,
2020Q1,,S08000029,,F704H,,Not Specified,,5,,0,0, ,z,5,20,4,
2020Q2,,S08000029,,F704H,,Not Specified,,5,,0,0, ,z,5,85,17,
2020Q3,p,S08000029,,F704H,,Not Specified,,5,,0,0, ,z,0,10, ,z
2015Q3,,S08000029,,F704H,,Not Specified,, ,:,0,0, ,z,0,5, ,z
2015Q3,,S08000019,,V217H,,Not Specified,,1,,0,0, ,z,0,40, ,z
2015Q4,,S08000019,,V217H,,Not Specified,,1,,0,0, ,z,5,25,5,
2016Q1,,S08000019,,V217H,,Not Specified,,1,,0,0, ,z,0,5, ,z
2016Q2,,S08000019,,V217H,,Not Specified,,1,,0,0, ,z,5,25,5,
2016Q3,,S08000019,,V217H,,Not Specified,,1,,0,0, ,z,10,135,13.5,
2016Q4,,S08000019,,V217H,,Not Specified,,1,,0,0, ,z,5,40,8,
2017Q1,,S08000019,,V217H,,Not Specified,,1,,0,0, ,z,10,155,15.5,
2017Q2,,S08000019,,V217H,,Not Specified,,1,,0,0, ,z,10,100,10,
2017Q3,,S08000019,,V217H,,Not Specified,,1,,0,0, ,z,5,85,17,
2017Q4,,S08000019,,V217H,,Not Specified,,1,,0,0, ,z,5,85,17,
2018Q1,,S08000019,,V217H,,Not Specified,,1,,0,0, ,z,10,145,14.5,
2018Q2,,S08000019,,V217H,,Not Specified,,1,,0,0, ,z,10,55,5.5,
2018Q3,,S08000019,,V217H,,Not Specified,,1,,0,0, ,z,5,120,24,
2018Q4,,S08000019,,V217H,,Not Specified,,1,,0,0, ,z,5,35,7,
2019Q1,,S08000019,,V217H,,Not Specified,,1,,0,0, ,z,11,40,3.636363636,
2019Q2,,S08000019,,V217H,,Not Specified,,1,,0,0, ,z,59,423,7.169491525,
2019Q3,,S08000019,,V217H,,Not Specified,,1,,0,0, ,z,69,631,9.144927536,
2019Q4,,S08000019,,V217H,,Not Specified,,1,,0,0, ,z,100,905,9.05,
2020Q1,,S08000019,,V217H,,Not Specified,,1,,0,0, ,z,40,561,14.025,
2020Q2,,S08000019,,V217H,,Not Specified,,1,,0,0, ,z,90,1455,16.16666667,
2020Q3,p,S08000019,,V217H,,Not Specified,,1,,0,0, ,z,60,840,14,
2015Q3,,S08000019,,V217H,,Not Specified,,2,,0,0, ,z,5,55,11,
2015Q4,,S08000019,,V217H,,Not Specified,,2,,0,0, ,z,5,95,19,
2016Q1,,S08000019,,V217H,,Not Specified,,2,,0,0, ,z,5,185,37,
2016Q2,,S08000019,,V217H,,Not Specified,,2,,0,0, ,z,15,180,12,
2016Q3,,S08000019,,V217H,,Not Specified,,2,,0,0, ,z,10,210,21,
2016Q4,,S08000019,,V217H,,Not Specified,,2,,0,0, ,z,14,315,22.5,
2017Q1,,S08000019,,V217H,,Not Specified,,2,,0,0, ,z,10,225,22.5,
2017Q2,,S08000019,,V217H,,Not Specified,,2,,0,0, ,z,10,100,10,
2017Q3,,S08000019,,V217H,,Not Specified,,2,,0,0, ,z,20,235,11.75,
2017Q4,,S08000019,,V217H,,Not Specified,,2,,0,0, ,z,10,100,10,
2018Q1,,S08000019,,V217H,,Not Specified,,2,,0,0, ,z,11,100,9.090909091,
2018Q2,,S08000019,,V217H,,Not Specified,,2,,0,0, ,z,14,245,17.5,
2018Q3,,S08000019,,V217H,,Not Specified,,2,,0,0, ,z,10,45,4.5,
2018Q4,,S08000019,,V217H,,Not Specified,,2,,0,0, ,z,10,200,20,
2019Q1,,S08000019,,V217H,,Not Specified,,2,,0,0, ,z,17,140,8.235294118,
2019Q2,,S08000019,,V217H,,Not Specified,,2,,0,0, ,z,60,335,5.583333333,
2019Q3,,S08000019,,V217H,,Not Specified,,2,,0,0, ,z,85,749,8.811764706,
2019Q4,,S08000019,,V217H,,Not Specified,,2,,0,0, ,z,106,1044,9.849056604,
2020Q1,,S08000019,,V217H,,Not Specified,,2,,0,0, ,z,70,1712,24.45714286,
2020Q2,,S08000019,,V217H,,Not Specified,,2,,0,0, ,z,105,1250,11.9047619,
2020Q3,p,S08000019,,V217H,,Not Specified,,2,,0,0, ,z,55,585,10.63636364,
2015Q3,,S08000019,,V217H,,Not Specified,,3,,0,0, ,z,5,5,1,
2015Q4,,S08000019,,V217H,,Not Specified,,3,,0,0, ,z,5,10,2,
2016Q1,,S08000019,,V217H,,Not Specified,,3,,0,0, ,z,0,125, ,z
2016Q2,,S08000019,,V217H,,Not Specified,,3,,0,0, ,z,10,90,9,
2016Q3,,S08000019,,V217H,,Not Specified,,3,,0,0, ,z,5,45,9,
2016Q4,,S08000019,,V217H,,Not Specified,,3,,0,0, ,z,10,90,9,
2017Q1,,S08000019,,V217H,,Not Specified,,3,,0,0, ,z,10,75,7.5,
2017Q2,,S08000019,,V217H,,Not Specified,,3,,0,0, ,z,10,75,7.5,
2017Q3,,S08000019,,V217H,,Not Specified,,3,,0,0, ,z,10,115,11.5,
2017Q4,,S08000019,,V217H,,Not Specified,,3,,0,0, ,z,10,135,13.5,
2018Q1,,S08000019,,V217H,,Not Specified,,3,,0,0, ,z,5,55,11,
2018Q2,,S08000019,,V217H,,Not Specified,,3,,0,0, ,z,5,55,11,
2018Q3,,S08000019,,V217H,,Not Specified,,3,,0,0, ,z,5,70,14,
2018Q4,,S08000019,,V217H,,Not Specified,,3,,0,0, ,z,10,180,18,
2019Q1,,S08000019,,V217H,,Not Specified,,3,,0,0, ,z,10,130,13,
2019Q2,,S08000019,,V217H,,Not Specified,,3,,0,0, ,z,57,395,6.929824561,
2019Q3,,S08000019,,V217H,,Not Specified,,3,,0,0, ,z,68,944,13.88235294,
2019Q4,,S08000019,,V217H,,Not Specified,,3,,0,0, ,z,116,1275,10.99137931,
2020Q1,,S08000019,,V217H,,Not Specified,,3,,0,0, ,z,65,1018,15.66153846,
2020Q2,,S08000019,,V217H,,Not Specified,,3,,0,0, ,z,78,1280,16.41025641,
2020Q3,p,S08000019,,V217H,,Not Specified,,3,,0,0, ,z,65,836,12.86153846,
2015Q3,,S08000019,,V217H,,Not Specified,,4,,0,0, ,z,5,20,4,
2015Q4,,S08000019,,V217H,,Not Specified,,4,,0,0, ,z,0,0, ,z
2016Q1,,S08000019,,V217H,,Not Specified,,4,,0,0, ,z,5,5,1,
2016Q2,,S08000019,,V217H,,Not Specified,,4,,0,0, ,z,5,5,1,
2016Q3,,S08000019,,V217H,,Not Specified,,4,,0,0, ,z,5,75,15,
2016Q4,,S08000019,,V217H,,Not Specified,,4,,0,0, ,z,5,65,13,
2017Q1,,S08000019,,V217H,,Not Specified,,4,,0,0, ,z,10,55,5.5,
2017Q2,,S08000019,,V217H,,Not Specified,,4,,0,0, ,z,10,60,6,
2017Q3,,S08000019,,V217H,,Not Specified,,4,,0,0, ,z,10,175,17.5,
2017Q4,,S08000019,,V217H,,Not Specified,,4,,0,0, ,z,5,50,10,
2018Q1,,S08000019,,V217H,,Not Specified,,4,,0,0, ,z,5,80,16,
2018Q2,,S08000019,,V217H,,Not Specified,,4,,0,0, ,z,5,170,34,
2018Q3,,S08000019,,V217H,,Not Specified,,4,,0,0, ,z,5,65,13,
2018Q4,,S08000019,,V217H,,Not Specified,,4,,0,0, ,z,15,230,15.33333333,
2019Q1,,S08000019,,V217H,,Not Specified,,4,,0,0, ,z,5,290,58,
2019Q2,,S08000019,,V217H,,Not Specified,,4,,0,0, ,z,40,345,8.625,
2019Q3,,S08000019,,V217H,,Not Specified,,4,,0,0, ,z,70,632,9.028571429,
2019Q4,,S08000019,,V217H,,Not Specified,,4,,0,0, ,z,78,874,11.20512821,
2020Q1,,S08000019,,V217H,,Not Specified,,4,,0,0, ,z,35,867,24.77142857,
2020Q2,,S08000019,,V217H,,Not Specified,,4,,0,0, ,z,80,1240,15.5,
2020Q3,p,S08000019,,V217H,,Not Specified,,4,,0,0, ,z,50,727,14.54,
2015Q3,,S08000019,,V217H,,Not Specified,,5,,0,0, ,z,5,30,6,
2015Q4,,S08000019,,V217H,,Not Specified,,5,,0,0, ,z,5,220,44,
2016Q1,,S08000019,,V217H,,Not Specified,,5,,0,0, ,z,5,15,3,
2016Q2,,S08000019,,V217H,,Not Specified,,5,,0,0, ,z,5,85,17,
2016Q3,,S08000019,,V217H,,Not Specified,,5,,0,0, ,z,0,30, ,z
2016Q4,,S08000019,,V217H,,Not Specified,,5,,0,0, ,z,5,95,19,
2017Q1,,S08000019,,V217H,,Not Specified,,5,,0,0, ,z,5,95,19,
2017Q2,,S08000019,,V217H,,Not Specified,,5,,0,0, ,z,5,20,4,
2017Q3,,S08000019,,V217H,,Not Specified,,5,,0,0, ,z,10,90,9,
2017Q4,,S08000019,,V217H,,Not Specified,,5,,0,0, ,z,5,310,62,
2018Q1,,S08000019,,V217H,,Not Specified,,5,,0,0, ,z,5,175,35,
2018Q2,,S08000019,,V217H,,Not Specified,,5,,0,0, ,z,10,130,13,
2018Q3,,S08000019,,V217H,,Not Specified,,5,,0,0, ,z,0,5, ,z
2018Q4,,S08000019,,V217H,,Not Specified,,5,,0,0, ,z,10,115,11.5,
2019Q1,,S08000019,,V217H,,Not Specified,,5,,0,0, ,z,5,20,4,
2019Q2,,S08000019,,V217H,,Not Specified,,5,,0,0, ,z,35,283,8.085714286,
2019Q3,,S08000019,,V217H,,Not Specified,,5,,0,0, ,z,50,494,9.88,
2019Q4,,S08000019,,V217H,,Not Specified,,5,,0,0, ,z,74,793,10.71621622,
2020Q1,,S08000019,,V217H,,Not Specified,,5,,0,0, ,z,26,568,21.84615385,
2020Q2,,S08000019,,V217H,,Not Specified,,5,,0,0, ,z,59,909,15.40677966,
2020Q3,p,S08000019,,V217H,,Not Specified,,5,,0,0, ,z,36,603,16.75,
2017Q2,,S08000019,,V217H,,Not Specified,, ,:,0,0, ,z,0,0, ,z
2017Q3,,S08000019,,V217H,,Not Specified,, ,:,0,0, ,z,0,5, ,z
2018Q1,,S08000019,,V217H,,Not Specified,, ,:,0,0, ,z,0,0, ,z
2019Q1,,S08000019,,V217H,,Not Specified,, ,:,0,0, ,z,0,28, ,z
2019Q3,,S08000019,,V217H,,Not Specified,, ,:,0,0, ,z,5,17,3.4,
2019Q4,,S08000019,,V217H,,Not Specified,, ,:,0,0, ,z,5,5,1,
2020Q1,,S08000019,,V217H,,Not Specified,, ,:,0,0, ,z,0,0, ,z
2015Q3,,S08000019,,S08000019,d,Not Specified,,1,,0,0, ,z,5,339,67.8,
2015Q4,,S08000019,,S08000019,d,Not Specified,,1,,0,0, ,z,10,345,34.5,
2016Q1,,S08000019,,S08000019,d,Not Specified,,1,,0,0, ,z,5,349,69.8,
2016Q2,,S08000019,,S08000019,d,Not Specified,,1,,0,0, ,z,10,119,11.9,
2016Q3,,S08000019,,S08000019,d,Not Specified,,1,,0,0, ,z,10,182,18.2,
2016Q4,,S08000019,,S08000019,d,Not Specified,,1,,0,0, ,z,10,678,67.8,
2017Q1,,S08000019,,S08000019,d,Not Specified,,1,,0,0, ,z,13,188,14.46153846,
2017Q2,,S08000019,,S08000019,d,Not Specified,,1,,0,0, ,z,12,444,37,
2017Q3,,S08000019,,S08000019,d,Not Specified,,1,,0,0, ,z,5,83,16.6,
2017Q4,,S08000019,,S08000019,d,Not Specified,,1,,0,0, ,z,5,94,18.8,
2018Q1,,S08000019,,S08000019,d,Not Specified,,1,,0,0, ,z,12,181,15.08333333,
2018Q2,,S08000019,,S08000019,d,Not Specified,,1,,0,0, ,z,10,57,5.7,
2018Q3,,S08000019,,S08000019,d,Not Specified,,1,,0,0, ,z,10,142,14.2,
2018Q4,,S08000019,,S08000019,d,Not Specified,,1,,0,0, ,z,5,33,6.6,
2019Q1,,S08000019,,S08000019,d,Not Specified,,1,,0,0, ,z,16,180,11.25,
2019Q2,,S08000019,,S08000019,d,Not Specified,,1,,0,0, ,z,63,622,9.873015873,
2019Q3,,S08000019,,S08000019,d,Not Specified,,1,,0,0, ,z,73,981,13.43835616,
2019Q4,,S08000019,,S08000019,d,Not Specified,,1,,0,0, ,z,102,910,8.921568627,
2020Q1,,S08000019,,S08000019,d,Not Specified,,1,,0,0, ,z,44,650,14.77272727,
2020Q2,,S08000019,,S08000019,d,Not Specified,,1,,0,0, ,z,93,1566,16.83870968,
2020Q3,p,S08000019,,S08000019,d,Not Specified,,1,,0,0, ,z,62,916,14.77419355,
2015Q3,,S08000019,,S08000019,d,Not Specified,,2,,0,0, ,z,10,100,10,
2015Q4,,S08000019,,S08000019,d,Not Specified,,2,,0,0, ,z,5,127,25.4,
2016Q1,,S08000019,,S08000019,d,Not Specified,,2,,0,0, ,z,5,222,44.4,
2016Q2,,S08000019,,S08000019,d,Not Specified,,2,,0,0, ,z,14,192,13.71428571,
2016Q3,,S08000019,,S08000019,d,Not Specified,,2,,0,0, ,z,15,606,40.4,
2016Q4,,S08000019,,S08000019,d,Not Specified,,2,,0,0, ,z,18,599,33.27777778,
2017Q1,,S08000019,,S08000019,d,Not Specified,,2,,0,0, ,z,11,300,27.27272727,
2017Q2,,S08000019,,S08000019,d,Not Specified,,2,,0,0, ,z,12,244,20.33333333,
2017Q3,,S08000019,,S08000019,d,Not Specified,,2,,0,0, ,z,22,372,16.90909091,
2017Q4,,S08000019,,S08000019,d,Not Specified,,2,,0,0, ,z,10,99,9.9,
2018Q1,,S08000019,,S08000019,d,Not Specified,,2,,0,0, ,z,11,101,9.181818182,
2018Q2,,S08000019,,S08000019,d,Not Specified,,2,,0,0, ,z,14,247,17.64285714,
2018Q3,,S08000019,,S08000019,d,Not Specified,,2,,0,0, ,z,10,45,4.5,
2018Q4,,S08000019,,S08000019,d,Not Specified,,2,,0,0, ,z,13,199,15.30769231,
2019Q1,,S08000019,,S08000019,d,Not Specified,,2,,0,0, ,z,21,377,17.95238095,
2019Q2,,S08000019,,S08000019,d,Not Specified,,2,,0,0, ,z,60,337,5.616666667,
2019Q3,,S08000019,,S08000019,d,Not Specified,,2,,0,0, ,z,86,782,9.093023256,
2019Q4,,S08000019,,S08000019,d,Not Specified,,2,,0,0, ,z,107,1049,9.803738318,
2020Q1,,S08000019,,S08000019,d,Not Specified,,2,,0,0, ,z,74,1869,25.25675676,
2020Q2,,S08000019,,S08000019,d,Not Specified,,2,,0,0, ,z,107,1285,12.00934579,
2020Q3,p,S08000019,,S08000019,d,Not Specified,,2,,0,0, ,z,58,838,14.44827586,
2015Q3,,S08000019,,S08000019,d,Not Specified,,3,,0,0, ,z,5,190,38,
2015Q4,,S08000019,,S08000019,d,Not Specified,,3,,0,0, ,z,5,195,39,
2016Q1,,S08000019,,S08000019,d,Not Specified,,3,,0,0, ,z,10,225,22.5,
2016Q2,,S08000019,,S08000019,d,Not Specified,,3,,0,0, ,z,12,203,16.91666667,
2016Q3,,S08000019,,S08000019,d,Not Specified,,3,,0,0, ,z,5,197,39.4,
2016Q4,,S08000019,,S08000019,d,Not Specified,,3,,0,0, ,z,10,232,23.2,
2017Q1,,S08000019,,S08000019,d,Not Specified,,3,,0,0, ,z,11,118,10.72727273,
2017Q2,,S08000019,,S08000019,d,Not Specified,,3,,0,0, ,z,13,175,13.46153846,
2017Q3,,S08000019,,S08000019,d,Not Specified,,3,,0,0, ,z,10,228,22.8,
2017Q4,,S08000019,,S08000019,d,Not Specified,,3,,0,0, ,z,10,275,27.5,
2018Q1,,S08000019,,S08000019,d,Not Specified,,3,,0,0, ,z,10,164,16.4,
2018Q2,,S08000019,,S08000019,d,Not Specified,,3,,0,0, ,z,5,157,31.4,
2018Q3,,S08000019,,S08000019,d,Not Specified,,3,,0,0, ,z,5,72,14.4,
2018Q4,,S08000019,,S08000019,d,Not Specified,,3,,0,0, ,z,10,180,18,
2019Q1,,S08000019,,S08000019,d,Not Specified,,3,,0,0, ,z,14,343,24.5,
2019Q2,,S08000019,,S08000019,d,Not Specified,,3,,0,0, ,z,60,640,10.66666667,
2019Q3,,S08000019,,S08000019,d,Not Specified,,3,,0,0, ,z,70,979,13.98571429,
2019Q4,,S08000019,,S08000019,d,Not Specified,,3,,0,0, ,z,118,1344,11.38983051,
2020Q1,,S08000019,,S08000019,d,Not Specified,,3,,0,0, ,z,69,1110,16.08695652,
2020Q2,,S08000019,,S08000019,d,Not Specified,,3,,0,0, ,z,83,1493,17.98795181,
2020Q3,p,S08000019,,S08000019,d,Not Specified,,3,,0,0, ,z,68,949,13.95588235,
2015Q3,,S08000019,,S08000019,d,Not Specified,,4,,0,0, ,z,5,114,22.8,
2015Q4,,S08000019,,S08000019,d,Not Specified,,4,,0,0, ,z,0,0, ,z
2016Q1,,S08000019,,S08000019,d,Not Specified,,4,,0,0, ,z,10,41,4.1,
2016Q2,,S08000019,,S08000019,d,Not Specified,,4,,0,0, ,z,5,24,4.8,
2016Q3,,S08000019,,S08000019,d,Not Specified,,4,,0,0, ,z,5,170,34,
2016Q4,,S08000019,,S08000019,d,Not Specified,,4,,0,0, ,z,10,89,8.9,
2017Q1,,S08000019,,S08000019,d,Not Specified,,4,,0,0, ,z,10,109,10.9,
2017Q2,,S08000019,,S08000019,d,Not Specified,,4,,0,0, ,z,11,109,9.909090909,
2017Q3,,S08000019,,S08000019,d,Not Specified,,4,,0,0, ,z,10,239,23.9,
2017Q4,,S08000019,,S08000019,d,Not Specified,,4,,0,0, ,z,5,51,10.2,
2018Q1,,S08000019,,S08000019,d,Not Specified,,4,,0,0, ,z,10,262,26.2,
2018Q2,,S08000019,,S08000019,d,Not Specified,,4,,0,0, ,z,5,169,33.8,
2018Q3,,S08000019,,S08000019,d,Not Specified,,4,,0,0, ,z,5,64,12.8,
2018Q4,,S08000019,,S08000019,d,Not Specified,,4,,0,0, ,z,17,260,15.29411765,
2019Q1,,S08000019,,S08000019,d,Not Specified,,4,,0,0, ,z,5,334,66.8,
2019Q2,,S08000019,,S08000019,d,Not Specified,,4,,0,0, ,z,44,581,13.20454545,
2019Q3,,S08000019,,S08000019,d,Not Specified,,4,,0,0, ,z,73,646,8.849315068,
2019Q4,,S08000019,,S08000019,d,Not Specified,,4,,0,0, ,z,82,1030,12.56097561,
2020Q1,,S08000019,,S08000019,d,Not Specified,,4,,0,0, ,z,38,980,25.78947368,
2020Q2,,S08000019,,S08000019,d,Not Specified,,4,,0,0, ,z,82,1261,15.37804878,
2020Q3,p,S08000019,,S08000019,d,Not Specified,,4,,0,0, ,z,52,833,16.01923077,
2015Q3,,S08000019,,S08000019,d,Not Specified,,5,,0,0, ,z,5,60,12,
2015Q4,,S08000019,,S08000019,d,Not Specified,,5,,0,0, ,z,5,342,68.4,
2016Q1,,S08000019,,S08000019,d,Not Specified,,5,,0,0, ,z,10,101,10.1,
2016Q2,,S08000019,,S08000019,d,Not Specified,,5,,0,0, ,z,10,197,19.7,
2016Q3,,S08000019,,S08000019,d,Not Specified,,5,,0,0, ,z,5,124,24.8,
2016Q4,,S08000019,,S08000019,d,Not Specified,,5,,0,0, ,z,10,503,50.3,
2017Q1,,S08000019,,S08000019,d,Not Specified,,5,,0,0, ,z,10,169,16.9,
2017Q2,,S08000019,,S08000019,d,Not Specified,,5,,0,0, ,z,5,166,33.2,
2017Q3,,S08000019,,S08000019,d,Not Specified,,5,,0,0, ,z,10,92,9.2,
2017Q4,,S08000019,,S08000019,d,Not Specified,,5,,0,0, ,z,5,310,62,
2018Q1,,S08000019,,S08000019,d,Not Specified,,5,,0,0, ,z,10,295,29.5,
2018Q2,,S08000019,,S08000019,d,Not Specified,,5,,0,0, ,z,10,131,13.1,
2018Q3,,S08000019,,S08000019,d,Not Specified,,5,,0,0, ,z,0,5, ,z
2018Q4,,S08000019,,S08000019,d,Not Specified,,5,,0,0, ,z,10,116,11.6,
2019Q1,,S08000019,,S08000019,d,Not Specified,,5,,0,0, ,z,5,148,29.6,
2019Q2,,S08000019,,S08000019,d,Not Specified,,5,,0,0, ,z,34,341,10.02941176,
2019Q3,,S08000019,,S08000019,d,Not Specified,,5,,0,0, ,z,52,567,10.90384615,
2019Q4,,S08000019,,S08000019,d,Not Specified,,5,,0,0, ,z,74,793,10.71621622,
2020Q1,,S08000019,,S08000019,d,Not Specified,,5,,0,0, ,z,32,779,24.34375,
2020Q2,,S08000019,,S08000019,d,Not Specified,,5,,0,0, ,z,59,909,15.40677966,
2020Q3,p,S08000019,,S08000019,d,Not Specified,,5,,0,0, ,z,38,700,18.42105263,
2017Q2,,S08000019,,S08000019,d,Not Specified,, ,:,0,0, ,z,0,0, ,z
2017Q3,,S08000019,,S08000019,d,Not Specified,, ,:,0,0, ,z,0,6, ,z
2018Q1,,S08000019,,S08000019,d,Not Specified,, ,:,0,0, ,z,0,0, ,z
2019Q1,,S08000019,,S08000019,d,Not Specified,, ,:,0,0, ,z,0,28, ,z
2019Q3,,S08000019,,S08000019,d,Not Specified,, ,:,0,0, ,z,5,17,3.4,
2019Q4,,S08000019,,S08000019,d,Not Specified,, ,:,0,0, ,z,5,5,1,
2020Q1,,S08000019,,S08000019,d,Not Specified,, ,:,0,0, ,z,0,0, ,z
2015Q3,,S08000020,,N101H,,Not Specified,,1,,0,0, ,z,12,50,4.166666667,
2015Q4,,S08000020,,N101H,,Not Specified,,1,,0,0, ,z,5,25,5,
2016Q1,,S08000020,,N101H,,Not Specified,,1,,0,0, ,z,15,150,10,
2016Q2,,S08000020,,N101H,,Not Specified,,1,,0,0, ,z,10,315,31.5,
2016Q3,,S08000020,,N101H,,Not Specified,,1,,0,0, ,z,5,25,5,
2016Q4,,S08000020,,N101H,,Not Specified,,1,,0,0, ,z,5,80,16,
2017Q1,,S08000020,,N101H,,Not Specified,,1,,0,0, ,z,5,25,5,
2017Q2,,S08000020,,N101H,,Not Specified,,1,,0,0, ,z,5,50,10,
2017Q3,,S08000020,,N101H,,Not Specified,,1,,0,0, ,z,5,20,4,
2017Q4,,S08000020,,N101H,,Not Specified,,1,,0,0, ,z,5,75,15,
2018Q1,,S08000020,,N101H,,Not Specified,,1,,0,0, ,z,5,30,6,
